 written on 31Mar2022 at 21:33:32 
           3
         125
    8    4    4    4    8    4    2    2    2    4    4    2    2    2    4
    4    2    2    2    4    8    4    4    4    8    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    4    2    2    2    4    4    2    2    2    4    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    4    2    2    2    4    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    8    4    4    4    8
    4    2    2    2    4    4    2    2    2    4    4    2    2    2    4
    8    4    4    4    8
   -2   -2   -2    1    1   -0.000331    0.000000
   -2   -2   -2    2    1    0.000000   -0.000000
   -2   -2   -2    3    1    0.000000   -0.000000
   -2   -2   -2    1    2    0.000000    0.000000
   -2   -2   -2    2    2   -0.000331    0.000000
   -2   -2   -2    3    2   -0.000000    0.000000
   -2   -2   -2    1    3    0.000000    0.000000
   -2   -2   -2    2    3   -0.000000   -0.000000
   -2   -2   -2    3    3   -0.000331   -0.000000
   -2   -2   -1    1    1   -0.000221    0.000000
   -2   -2   -1    2    1    0.000000    0.000000
   -2   -2   -1    3    1   -0.000000    0.000000
   -2   -2   -1    1    2   -0.000000    0.000000
   -2   -2   -1    2    2   -0.000221   -0.000000
   -2   -2   -1    3    2    0.000000   -0.000000
   -2   -2   -1    1    3   -0.000000   -0.000000
   -2   -2   -1    2    3   -0.000000    0.000000
   -2   -2   -1    3    3   -0.003874   -0.000000
   -2   -2    0    1    1    0.000471   -0.000000
   -2   -2    0    2    1    0.000000    0.000000
   -2   -2    0    3    1    0.000000   -0.000000
   -2   -2    0    1    2    0.000000   -0.000000
   -2   -2    0    2    2    0.000471    0.000000
   -2   -2    0    3    2   -0.000000   -0.000000
   -2   -2    0    1    3    0.000000    0.000000
   -2   -2    0    2    3   -0.000000    0.000000
   -2   -2    0    3    3   -0.021344   -0.000000
   -2   -2    1    1    1   -0.000221   -0.000000
   -2   -2    1    2    1   -0.000000   -0.000000
   -2   -2    1    3    1   -0.000000    0.000000
   -2   -2    1    1    2    0.000000   -0.000000
   -2   -2    1    2    2   -0.000221    0.000000
   -2   -2    1    3    2   -0.000000   -0.000000
   -2   -2    1    1    3   -0.000000   -0.000000
   -2   -2    1    2    3    0.000000    0.000000
   -2   -2    1    3    3   -0.003874    0.000000
   -2   -2    2    1    1   -0.000331    0.000000
   -2   -2    2    2    1    0.000000   -0.000000
   -2   -2    2    3    1    0.000000   -0.000000
   -2   -2    2    1    2    0.000000    0.000000
   -2   -2    2    2    2   -0.000331    0.000000
   -2   -2    2    3    2   -0.000000    0.000000
   -2   -2    2    1    3    0.000000    0.000000
   -2   -2    2    2    3   -0.000000   -0.000000
   -2   -2    2    3    3   -0.000331   -0.000000
   -2   -1   -2    1    1   -0.003874   -0.000000
   -2   -1   -2    2    1   -0.000000    0.000000
   -2   -1   -2    3    1    0.000000   -0.000000
   -2   -1   -2    1    2   -0.000000   -0.000000
   -2   -1   -2    2    2   -0.000221    0.000000
   -2   -1   -2    3    2    0.000000   -0.000000
   -2   -1   -2    1    3    0.000000    0.000000
   -2   -1   -2    2    3   -0.000000    0.000000
   -2   -1   -2    3    3   -0.000221   -0.000000
   -2   -1   -1    1    1   -0.002522   -0.000000
   -2   -1   -1    2    1   -0.000000    0.000000
   -2   -1   -1    3    1    0.001995   -0.000000
   -2   -1   -1    1    2    0.000000    0.000000
   -2   -1   -1    2    2    0.000022   -0.000000
   -2   -1   -1    3    2   -0.000000   -0.000000
   -2   -1   -1    1    3    0.001995   -0.000000
   -2   -1   -1    2    3    0.000000   -0.000000
   -2   -1   -1    3    3   -0.002522    0.000000
   -2   -1    0    1    1    0.005646   -0.000000
   -2   -1    0    2    1   -0.000000    0.000000
   -2   -1    0    3    1    0.000000   -0.000000
   -2   -1    0    1    2   -0.000000   -0.000000
   -2   -1    0    2    2    0.000140    0.000000
   -2   -1    0    3    2    0.000000    0.000000
   -2   -1    0    1    3    0.000000    0.000000
   -2   -1    0    2    3    0.000000    0.000000
   -2   -1    0    3    3   -0.021092    0.000000
   -2   -1    1    1    1   -0.002522   -0.000000
   -2   -1    1    2    1    0.000000   -0.000000
   -2   -1    1    3    1   -0.001995    0.000000
   -2   -1    1    1    2   -0.000000   -0.000000
   -2   -1    1    2    2    0.000022   -0.000000
   -2   -1    1    3    2   -0.000000   -0.000000
   -2   -1    1    1    3   -0.001995   -0.000000
   -2   -1    1    2    3    0.000000   -0.000000
   -2   -1    1    3    3   -0.002522   -0.000000
   -2   -1    2    1    1   -0.003874   -0.000000
   -2   -1    2    2    1   -0.000000    0.000000
   -2   -1    2    3    1    0.000000   -0.000000
   -2   -1    2    1    2   -0.000000   -0.000000
   -2   -1    2    2    2   -0.000221    0.000000
   -2   -1    2    3    2    0.000000   -0.000000
   -2   -1    2    1    3    0.000000    0.000000
   -2   -1    2    2    3   -0.000000    0.000000
   -2   -1    2    3    3   -0.000221   -0.000000
   -2    0   -2    1    1   -0.021344   -0.000000
   -2    0   -2    2    1    0.000000   -0.000000
   -2    0   -2    3    1    0.000000   -0.000000
   -2    0   -2    1    2    0.000000    0.000000
   -2    0   -2    2    2    0.000471   -0.000000
   -2    0   -2    3    2   -0.000000    0.000000
   -2    0   -2    1    3    0.000000    0.000000
   -2    0   -2    2    3   -0.000000   -0.000000
